,id,name,borough,PHONE,description,latitude,longitude
49446,50066056,Brooklyn Wing House,Brooklyn,7182594647,,40.668976823915,-73.95111564275899
49447,50099194,FOREST HILLS COFFEE SHOP,Queens,716_350422,,40.711317702072,-73.85631215464501
49466,50045226,IBAKERY 86,Brooklyn,3477025002,,40.60157519696,-73.993201081688
49473,50087177,IL DIVO,Manhattan,6464764210,,40.768022097668,-73.958941686416
49474,50033845,DIMES,Manhattan,2129251300,,40.714819164639,-73.991623933188
49488,41546986,BEDLAM,Manhattan,2122281049,,40.721863624186,-73.98045377018501
49491,50039224,STARBUCKS,Manhattan,2126159700,,40.750086885871,-74.00395205318401
49498,50050442,SOFIA PIZZA SHOPPE,Manhattan,2128888816,,40.756569980432,-73.9641934255
49501,50094878,LATINA'S KITCHEN & BAR,Bronx,3478620121,,40.854383985199,-73.915853221473
49506,50099883,LOS 3 POTRILLOS,Queens,7184248786,,40.751857473548,-73.869719478608
49510,50019239,NOMADO 33,Manhattan,2128892833,,40.745435496279995,-73.97949767966
49517,50102394,WORLD CAFE,Manhattan,7188585055,,40.760282020579,-73.98015728348001
49522,50044622,Daily Burger,Manhattan,2124656273,,40.750654836632,-73.991944239076
49529,50082292,THREE FLAVOR DUMPLING KING,Brooklyn,3476279188,,40.62012689294,-73.989179211299
49536,41011016,STARBUCKS COFFEE,Manhattan,2129699066,,40.761854557498005,-73.978980011477
49537,50067509,BEANS & VINES,Manhattan,6469820209,,40.866132655689,-73.92558208358001
49542,41711191,WONG'S KITCHEN,Brooklyn,7184214245,,40.63343340595,-73.948255897816
49544,50051356,COTE SOLEIL,Queens,3476124333,,40.746099585801,-73.914084985678
49563,50057768,JOHNNY KAKS,Manhattan,2122341156,,0.0,0.0
49573,41266854,"ADVENTURES AMUSEMENTS PARK (ice cream, sweets stand)",Brooklyn,7189752748,,40.591312507953,-73.994509136222
49575,41303793,LITTLE CAESARS,Bronx,3472715300,,40.846144139547,-73.892615767499
49583,41694244,MR. BRUNO'S PIZZA,Queens,7186518111,,40.758608004366,-73.891984970837
49588,50088400,DUNKIN,Queens,6469414051,,40.671908650294,-73.856674964145
49590,41105288,DUNKIN,Brooklyn,7186270667,,40.617924494397,-73.95972595368
49592,50107118,HOMEMADE TAQUERIA II,Queens,9174179423,,40.727825639485005,-73.89216494496199
49600,50073929,LA BELLEZZA,Manhattan,2128713223,,40.755633503809,-73.97225029671
49602,50065916,MANGO MANGO DESSERT,Manhattan,9172615353,,40.729001116838,-73.988609434844
49605,50097945,GONG CHA,Brooklyn,6466413358,,40.60777678414,-73.959055024861
49608,50069657,ZATAR,Brooklyn,3476277641,,40.697832066758,-73.924706797917
49612,40530791,TAP-A-KEG,Manhattan,2127491734,,40.800190758375,-73.968081567887
49617,50047580,VERSA,Manhattan,6468502850,,40.751977735538,-73.990929869721
49628,50064858,TETSU,Manhattan,2128239808,,40.717330821913,-74.005061182723
49634,50074254,OKI JAPANESE RESTAURANT,Queens,7187293666,,40.743240670328,-73.919422508269
49642,50005295,LIVING ROOM RESTAURANT AND LOUNGE,Brooklyn,7189968700,,40.596467927412,-73.977721568785
49645,50086108,KAM LAI,Manhattan,2127498990,,40.792975626797,-73.97115844000301
49647,50067944,HOUSE SPECIAL RESTAURANT,Manhattan,2123439496,,40.717775542183,-73.996829073834
49648,41708729,ENERGY FUEL CAFE,Brooklyn,7184996999,,40.663782791875,-73.990920281379
49653,50061130,NEW DONG FANG KITCHEN,Brooklyn,7183630888,,40.674329531019,-73.922058473629
49655,50038715,SUBWAY,Manhattan,6462443736,,40.776350097887004,-73.95286709569
49668,50083618,SUPOKE BAR,Manhattan,6468633331,,40.752421672543,-73.984310338148
49674,41647192,PACKARD CAFE,Queens,7183922323,,40.751731619619996,-73.939566370872
49679,50101551,BLACK FOX COFFEE CO,Manhattan,7607189285,,40.704630690106,-74.00669405463199
49684,41120276,DUKAGJINI BUREKTORE,Bronx,7188228955,,40.854440235296,-73.865371514269
49691,41362531,PIQUILLO,Queens,7186566210,,40.648312826068,-73.788281497594
49693,50078357,PICK-A-BAGEL,Manhattan,2126861414,,40.738607047561004,-73.98265727617
49695,41459972,VERANDA RESTAURANT-CAFE,Queens,7182812233,,40.7587163467,-73.775439792395
49714,50065681,BUTTERFIELD (9TH FLOOR COFFEE BAR),Manhattan,9172820974,,40.730834863461,-73.991401816101
49725,50059855,CROWN FRIED CHICKEN,Brooklyn,7182220151,,40.693245069428,-73.972712699922
49736,50075794,CROWN FRIED CHICKEN,Brooklyn,3477257559,,40.67990152281,-73.94053305772701
49737,41319438,"DUNKIN',' BASKIN ROBBINS",Brooklyn,7185314469,,40.636997932955,-73.91097965239601
49738,50075411,SUSHI NOZ,Manhattan,9173381792,,40.773846262001,-73.95836401628101
49739,50007581,AIG 31ST FLOOR CAFE,Manhattan,2127708303,,40.70669208986,-74.005208251591
49741,50014974,LUCKY EIGHT RESTAURANT,Brooklyn,7188518862,,40.639895223365,-74.004986825994
49744,50085008,NEW YORK SWEETS,Manhattan,2122279338,,40.751356614839004,-73.983660924943
49752,41558513,ESSEN DELI,Brooklyn,7188591002,,40.624351794525,-73.96508596843199
49760,50061565,CORNER DONUT COFFEE SHOP,Queens,7183275421,,40.603928815289,-73.752345346048
49765,50092510,PIECES BAR,Manhattan,2129299291,,40.733999899611,-74.000054124594
49773,50089958,ZEST,Brooklyn,3477615121,,40.685666913784,-73.9911913218
49779,50070253,L'ATELIER DE JOEL ROBUCHON,Manhattan,2124888885,,40.743051881572,-74.007545997501
49780,40377630,JOHNS CAFE & RESTAURANT,Manhattan,2128674955,,40.751027572144,-73.971339086977
49782,50047747,KARAM RESTAURANT,Brooklyn,7187455227,,40.623349075152,-74.028112359747
49784,50054875,SQUISH MARSHMALLOWS,Manhattan,6468961667,,40.727260458982,-73.98453997719301
49811,50083399,SUYO GASTROFUSION,Bronx,7185377896,,40.840494434182,-73.918003180509
49815,40575519,MOLYVOS,Manhattan,2125827500,,40.764566682334,-73.98071193723001
49820,50087598,MADROCK,Manhattan,6464766043,,40.763557993077995,-73.992588846982
49824,50049887,JADE BAMBOO,Queens,7183263998,,40.718270218105005,-73.87257394848601
49828,40578388,GIRALDA BAKERY,Bronx,7189918120,,40.820992860827,-73.891316071168
49834,41646525,CEETAY,Bronx,7186187020,,40.807223387508,-73.927219549488
49838,50104218,HIBACHI EXPRESS,Queens,3476982101,,40.673446958932,-73.79134138216
49844,50103912,PUBLIC VILLAGE,Manhattan,6468947081,,40.715365231181,-73.98985989773001
49858,41384605,BALDOR SPECIALTY FOODS,Bronx,7188609100,,40.809725707928,-73.872647436303
49863,50012357,ASTORIA COFFEE,Queens,3474107399,,40.766954755455,-73.922465901885
49867,50051594,EDO ASIAN FUSION,Brooklyn,7187087111,,40.606306526303,-73.961796579114
49870,50011584,BLACK THAI,Queens,7187798424,,40.755470494139,-73.886052488903
49871,40741534,TAI PAN BAKERY,Queens,7184618668,,40.761166509969,-73.83092123662
49875,50055822,SCHIMANSKI NEW YORK,Brooklyn,7184862299,,40.722236701539,-73.95889424134
49876,50079684,KRAVE CHICKEN & BURGER,Queens,7187865571,,40.754735490142004,-73.941696811013
49879,50083527,OOH LALA RESTAURANT & BAKERY,Brooklyn,7184848811,,40.665692202433,-73.931408119049
49881,50074239,HAKATA ZEN,Manhattan,2125336855,,40.728852864207,-73.988259481708
49897,50087236,ESQUINA DEL SABOR,Brooklyn,7183883913,,40.711119260893,-73.94922697962
49899,50100081,AUX MERVEILLEUX DE FRED,Manhattan,9174751992,,40.754068239421,-73.982321170752
49909,40370917,BURGER KING,Brooklyn,7184985574,,40.652872037851,-73.91980597180101
49917,50080081,ELSIE ROOFTOP,Manhattan,6468342291,,40.753703816992996,-73.98704594334001
49921,41593277,ELENA'S RESTUARANT,Bronx,9177377100,,40.851922642352,-73.909526955318
49925,50007238,BALZEM,Manhattan,6468377033,,40.721373890009,-73.995548196848
49926,50066633,B.K. BURRITO MEXICAN GRILL,Brooklyn,7184358000,,40.643045962074,-73.990681688347
49935,50080621,ILUSION TAVERN,Queens,9177156728,,40.757732321636,-73.86354274514
49948,41194917,WORLDBEAN,Queens,7184245693,,40.774414029772004,-73.877293351848
49952,50036721,THE BISTRO,Manhattan,2129120009,,40.75432462677,-73.99262236292401
49956,50108142,HOMEMADE TAQUERIA,Queens,9174179423,,40.718755537265004,-73.841357469675
49957,50104357,NEW DOUGLASTON COFFEE,Queens,7182252209,,40.769149906755,-73.749266400124
49958,50086409,JOE'S STEAM RICE ROLL,Manhattan,3473796961,,40.718714292932,-74.000923513738
49960,50016880,HING HUNG KITCHEN,Brooklyn,7187733076,,40.67585746572,-73.94992448588
49969,50044710,PATA CAFE,Queens,9172159308,,40.732767352475,-73.87692652558
49974,41505645,GOOD CHINESE RESTAURANT,Brooklyn,7183667829,,40.695050598206,-73.91174208537501
49977,50016615,AJ PIZZERIA,Brooklyn,7188715745,,40.640526497124,-73.994447419192
49980,41706169,FELFLA,Brooklyn,7186800609,,40.635566578604,-74.026114278723
49986,50070149,TEXAS CHICKEN & BURGER,Brooklyn,3474139553,,40.642300078552,-73.957412260735
49988,50077477,KENNEDY FRIED CHICKEN & PIZZA,Bronx,7184508039,,40.863451331073996,-73.900545119768
49990,50078158,ZURUTTO RAMEN & GYOZA BAR,Manhattan,2124980022,,40.778026892746,-73.980289181983
49998,41639326,ALIADA,Queens,7189322240,,40.762623602345,-73.926759481996
50000,41371387,FAIRFIELD INN,Queens,7188889979,,40.771532858046996,-73.844054556454
50003,40739444,DUNKIN,Queens,7183813200,,40.712926129937,-73.906794547479
50009,50105353,CASTLE CHICKEN,Bronx,3476590684,,40.859157167182005,-73.898935605105
50010,50035100,MALLY'S ANTOJITOS MEXICANOS,Queens,7183662795,,40.704032721137,-73.90978975405599
50011,41629235,SAO MAI VIETNAMESE CUISINE,Manhattan,2123588880,,40.730235622469,-73.983377475529
50024,50004934,RICHI RICH PALACE,Queens,7188057100,,40.691933626753,-73.835536497196
50031,50087243,LOS SAZONES LATINO,Bronx,7189287239,,40.833523562859,-73.927291853088
50038,50001317,D'LILI BAKERY,Manhattan,2123040356,,40.865269576991,-73.919671779695
50054,50103129,SKILLMAN'S FAMOUS PIZZA & COFFEE SHOP,Queens,7189624889,,40.746530517582,-73.917837776623
50062,41643576,ANGELO'S PIZZA,Manhattan,2126885916,,40.75791281125,-73.96631875935701
50066,50063694,Ice Queen,Queens,7186990808,,40.733840182011,-73.871577033806
50070,50014653,"Le Bernardin Privé, Wine Bar",Manhattan,2125541515,,40.761317074103,-73.98184635656901
50073,50005685,KING'S WOK,Brooklyn,7183631187,,40.670322851228,-73.936533038833
50075,40425060,APOLLO BAKERY,Queens,7189610596,,40.759904894822995,-73.831585030599
50077,41479185,PENNY FARTHING RESTAURANT,Manhattan,2123877300,,40.732445711799,-73.987778952735
50080,50077207,CHAMPION PIZZA,Manhattan,2128989898,,40.736195559538004,-73.99410383249699
50090,41276395,SAM'S PIZZA,Bronx,7185489070,,40.879496092778,-73.90597792524
50092,50018085,EARTH CAFE,Manhattan,6469645167,,40.795489815553005,-73.971150123244
50095,41436109,STARBUCKS,Manhattan,2124903189,,40.756384108784,-73.978205696835
50097,41445662,EL ABUELO GOZON,Queens,7184242724,,40.7473602271,-73.886564461239
50099,50080568,JAMBA JUICE,Manhattan,2127309338,,40.753763450051,-73.981552453793
50101,50055329,MANJARES MEXICO,Queens,7184298933,,40.757381716196,-73.915647763829
50108,50072635,STAR CAFE,Queens,9173923688,,40.739979766326,-73.791005913913
50129,41479400,ROCCO'S PIZZA,Bronx,7182956793,,40.867409932672,-73.883741210729
50133,41651300,PACO'S,Staten Island,3478252088,,40.588691536581,-74.090165448035
50138,40675892,DINER,Brooklyn,7184863077,,40.710510553877,-73.965736822639
50140,50053519,NO PORK HALAL KITCHEN,Brooklyn,7188759888,,40.683219758446,-73.97913108816999
50142,50075348,PERLA DEL PACIFICO RESTAURANT,Queens,7182051112,,40.749115620318996,-73.869865617497
50159,41704598,DUNKIN,Manhattan,6463685127,,40.821081871722996,-73.954359996672
50161,50099396,MR LIU'S SPICY CHICKEN,Queens,9293536666,,40.758501995257,-73.83324180898799
50162,50095400,PALACE FRIED CHICKEN,Queens,7184331661,,40.759799639461,-73.936645986291
50186,50051206,DUNKIN,Brooklyn,7189750551,,40.642929107514,-73.978848262307
50187,50000538,BISTRO PUNTA SAL,Queens,7183928141,,40.741999684772,-73.918922399677
50193,41717500,JOE'S PIZZA,Manhattan,2123889474,,40.733656184931995,-73.98808182603099
50197,41631374,LIBERTY BAR,Queens,7182153311,,40.677664571163994,-73.828757893149
50199,41049312,VILLA,Manhattan,2123022941,,40.756931865009996,-73.98907027256601
50201,50058801,PURE GREEN,Brooklyn,9173983488,,40.688702618122,-73.990988991866
50202,50038175,LENZ'S,Manhattan,2129792859,,40.733769833227,-73.977274965551
50209,50078319,HUA CHENG RESTAURANT,Queens,9297533301,,40.758191053698,-73.82897961911101
50212,50087957,PRESTO FRESH MEXICAN GRILL,Manhattan,9174090308,,40.812186498044,-73.955225910007
50216,50087765,LONG SPRING GARDEN,Queens,7185077710,,40.745749496081,-73.901937722903
50218,50072479,BURGER KING,Queens,7184137904,,40.713265256255,-73.765641266794
50220,50085711,LUCKY COMING,Bronx,7182953779,,40.857385431588995,-73.891400972898
50222,41675367,J-M PIZZA II,Brooklyn,7186456010,,40.598660956714,-73.957976746131
50224,50012432,L.A. GOURMET,Queens,7184332500,,40.746837427937,-73.944439375513
50228,50045192,NEW GOLDEN DRAGON CHINESE,Bronx,7188609888,,40.826980481265004,-73.90522134250901
50236,40605770,DUNKIN,Queens,7187217888,,40.762687564938,-73.915958686636
50238,50093052,ARZU PALACE,Brooklyn,7187879999,,40.598900905472,-73.961242681195
50242,41679728,OH HOT BAGELS & CAFE,Queens,3475042227,,40.755904196585,-73.940602106168
50243,50097598,RED APPLE RESTAURANT,Staten Island,7186673100,,40.586875959372,-74.091765133344
50254,50086042,SONEROS NIGHT CLUB BAR,Queens,9177498127,,40.74243201622,-73.872217204617
50257,40396769,POPEYES,Queens,7184659510,,40.718021838652,-73.736501511822
50263,50050892,DOMO TACO,Brooklyn,7184844485,,40.673620558738,-73.956887480054
50269,41633778,UNDERDOG,Manhattan,9174090251,,40.704416337808,-74.010221384492
50270,50086261,EL MANGU RESTAURANT,Bronx,7185637409,,40.868117281311,-73.900440492835
50272,50032591,YAYO'S AT 59 RESTAURANT,Brooklyn,7184925634,,40.641807122604,-74.01740394689399
50273,50078715,DOMINO'S,Manhattan,9143373370,,40.793799522071,-73.94303486081199
50276,50089064,JUNZI BRYANT PARK,Manhattan,2039369041,,40.754683548483,-73.98579688893601
50279,50103392,CALIENTE'S,Bronx,7186370597,,40.850096115246004,-73.787709049355
50283,50001700,DARYL ROTH THEATRE,Manhattan,2123751110,,40.735226339583,-73.989618710993
50286,50056678,TOMPKINS SQUARE BAGELS,Manhattan,7188109857,,40.730743765581,-73.986094269677
50291,50107755,107 DAILY & GRILL,Manhattan,9172083240,,40.801243874539,-73.96510118928501
50292,50063996,MCDONALD'S,Brooklyn,7187889226,,40.653726170912,-74.005041923046
50293,50094547,EL REY V,Brooklyn,7184553290,,40.690541427058,-73.923918148159
50302,50017538,ELI'S ESSENTIALS,Manhattan,2128797160,,40.774383817086,-73.95722998084099
50305,50008551,SAINT VITUS,Brooklyn,9173310331,,40.736768903035,-73.95532730272299
50310,41396652,STAND 224,Bronx,9172843266,,40.829028434834,-73.928496459645
50320,50013497,KALAMAKI GR,Queens,7189391616,,40.770019836155,-73.793257958113
50335,50077278,3rd & 7,Brooklyn,7183366300,,40.61477671827,-73.936568044675
50338,41117697,WENDY'S,Bronx,7186810483,,40.840340726441,-73.917999756594
50343,50102782,ALL NIGHT SKATE,Brooklyn,6464160693,,40.6818700485,-73.911561295704
50344,50045808,DROMEDARY BAR,Brooklyn,3477154255,,40.699744383392,-73.915684906894
50347,41613424,LAS SERRANITAS RESTAURANT,Queens,7186512425,,40.752573536374,-73.867047175727
50351,41099763,KIRAKU SUSHI JAPANESE RESTAURANT,Bronx,7183798866,,40.853215451671,-73.853629507074
50357,50059086,SPYGLASS,Manhattan,2127300538,,40.751589996785,-73.984213084688
50359,50049522,AVRA MADISON ESTIATORIO,Manhattan,2129370100,,40.764372597121,-73.971362201788
50361,50062888,KATZS DELICATESSEN (DEKALB MARKET),Brooklyn,2122542246,,40.690826232689,-73.98345224546
50382,41457638,FINEST DUMPLING RESTAURANT,Manhattan,2126088962,,40.712873368294,-73.996255769787
50393,41556769,BLUE RIBBON SUSHI BAR & GRILL ROOF DECK,Manhattan,2122290404,,40.767580803283,-73.983108189087
50394,50096809,GWB JUICE BAR,Manhattan,6465902538,,40.848609124306,-73.937446639149
50395,41394908,DUNKIN,Bronx,7182205156,,40.85989072655,-73.902950934535
50398,41712865,CLEMENTE'S MARYLAND CRAB HOUSE,Brooklyn,7186467373,,40.585070139845,-73.92773980431
50406,41385943,CHINA HOUSE RESTAURANT,Bronx,7186655878,,40.808091776766,-73.920521318205
50412,50073702,TAQUERIA SANTA FE,Manhattan,3475039186,,40.798216921841004,-73.939805727501
50420,50086715,JUJU CAFE & DELI,Brooklyn,3477582811,,40.686940417396,-73.990304138432
50428,50073979,LECHONERA POLLO SABROSO RESTAURANT,Bronx,3475977110,,40.8258241883,-73.89192963841501
50431,41335133,MAMA EATERY,Manhattan,2126087440,,40.714995135114,-73.999628450833
50436,50064229,NIKKI'S ROTI SHOP,Queens,3478827557,,40.675470391737,-73.813964469726
50441,41714411,DELI EL BIGOTES,Brooklyn,7182822001,,40.650533529066,-73.948548905256
50461,41154403,UNION HALL,Brooklyn,7186384400,,40.676179547114,-73.97990120001501
50465,50019016,THE BUSH DOCTOR JUICE BAR,Brooklyn,7185947607,,40.687468220655,-73.944723410736
50466,40933601,HOME BASE,Manhattan,2124811712,,40.742677159921996,-73.980353812172
50468,41688789,AGEHA JAPANESE FUSION,Manhattan,2125818188,,40.76437831887,-73.988303734675
50470,41362005,DUNKIN,Queens,7183470856,,40.724804982083995,-73.722862269161
50471,41433069,ISLANDER TASTE,Staten Island,7189674160,,40.54235091781,-74.20823691024201
50473,50076779,CENTENARIO BAR & RESTAURANT,Bronx,7186843518,,40.839713362929004,-73.905260957401
50478,50080523,LOPEZ FAMILY MARKET,Brooklyn,3472518821,,40.696201096883996,-73.972325616358
50485,50095003,TWO BROTHERS PIZZA,Bronx,7188246261,,40.847437069993,-73.83110231601
50488,50005823,TAVERN ON THE GREEN,Manhattan,2128778685,,0.0,0.0
50493,41645543,"HAVEN ROOFTOP , SANCTUARY HOTEL",Manhattan,2123820600,,0.0,0.0
50496,50088988,CITY ONE,Manhattan,2122688819,,0.0,0.0
50500,50041388,HARPER'S BREAD HOUSE,Manhattan,9174708059,,40.717868692616,-73.99296911971099
50502,40397676,MORTON'S THE STEAKHOUSE,Manhattan,2129723315,,40.755231469765,-73.979065127111
50503,50081051,LOS AMIGOS RESTAURANT,Bronx,7182203551,,40.848400016625,-73.889409630343
50508,50091489,AVOCADERIA,Brooklyn,9177437388,,40.703293906325996,-73.992047363499
50511,41640757,GINA LA FORNARINA,Manhattan,2128286800,,40.784267615779,-73.957068332628
50513,50003699,KONDITORI,Brooklyn,3476898471,,40.677127982020004,-73.96364859238001
50518,40536785,CONNECTICUT MUFFIN,Brooklyn,7187682022,,40.671795688284995,-73.977476409558
50525,50075728,PAPA JOHN'S,Brooklyn,7182727272,,40.6572460267,-73.888801477391
50539,50105349,NAVA BX RESTAURANT,Bronx,3473621555,,40.868231611451996,-73.882033195403
50540,50059524,KENNEDY FRIED CHICKEN,Bronx,7188825080,,40.875906638571,-73.84974997361
50547,40373118,GOLDEN DOVE DINER,Staten Island,7189671900,,40.559012753112995,-74.169439701203
50559,50012623,SLICK WILLIE,Brooklyn,7183890090,,40.728254837428004,-73.94920304954799
50564,50101928,MOMENTOS GRILL BAR & RESTAURANT,Queens,6466394679,,40.747738256037,-73.865544667639
50567,50093653,DOMINO'S,Queens,7187393334,,40.707460924227,-73.81746007711601
50571,50050792,PLANT FOOD + WINE,Manhattan,2126581948,,40.726308609355996,-73.98975359741
50578,40394401,BAR SIX,Manhattan,2126911363,,40.736481138391,-73.997459657418
50580,50063745,CACHAPA'S BROOKLYN,Brooklyn,7184844715,,40.67319426784,-73.887087641527
50582,40929097,PIANOS,Manhattan,2125053733,,40.720994557968,-73.987878465829
50585,50051534,SPACIOUS/SUNFLOWER AMERICAN CAPITAL,Manhattan,2127908800,,40.761085736827,-73.97746053791799
50590,50050064,PEKING CHEF,Brooklyn,7182721880,,40.647865272101,-73.892633419226
50593,41129116,DUNKIN,Staten Island,7183701238,,40.587830424688,-74.165639087175
50597,50066840,CONCEPT,Manhattan,6466308056,,40.715755379408996,-73.996378255965
50620,50005523,BAGELS PLUS,Brooklyn,7182321404,,40.615647915584,-73.999967583043
50624,50050112,MCFADDENS,Queens,7186512220,,40.758284826472,-73.844742645678
50627,50088312,MUMBAI PLACE,Brooklyn,7183987776,,40.677318935711,-73.96896980439999
50631,40931855,FADA,Brooklyn,7183886607,,40.717500881051,-73.955942704551
50636,50050712,PIG BEACH,Brooklyn,9172591176,,40.679600744352996,-73.98871524962401
50641,41686200,"CINNABON, STRAWBERRY ICE COLD",Brooklyn,7182520595,,40.610112564076,-73.92200047869001
50654,41110973,EL GRAN MAR DE PLATA,Brooklyn,7188271717,,40.682132417809,-73.877517894664
50660,50046906,NETS PRACTICE FACILITY,Brooklyn,7182152323,,40.655754115026,-74.01131674160999
50661,50102740,HAMLET COFFEE COMPANY,Brooklyn,7186122743,,40.660987793179004,-73.953565263897
50662,40881088,SODA BAR,Brooklyn,7182308393,,40.678279512914,-73.968623248839
50663,41156192,LANTERN,Brooklyn,7182372594,,40.695062514304,-73.995275889955
50666,50059155,POKETERIA,Manhattan,2126898985,,40.749583444820004,-73.98328240038299
50668,41704021,PEARL INDIAN RESTAURANT,Brooklyn,7186229500,,40.673156763289,-73.957078846136
50674,50054846,EONS,Queens,7184874807,,40.739238026044,-73.78618354913
50693,40483597,RICHARD ROGERS THEATRE,Manhattan,2123454624,,40.759047766268,-73.986211066621
50704,41226396,IL BAMBINO,Queens,7186260087,,40.763108295413,-73.920921753695
50705,50035390,CAFE CON PAN BAKERY,Staten Island,3478610364,,40.573799201702,-74.11652689171099
50708,40941224,SOMOON,Queens,7186614770,,40.761197592994996,-73.803880195917
50714,50084600,KING WOK,Manhattan,9174782032,,40.72904547901,-74.005238869693
50716,50034203,SUBWAY,Brooklyn,7182598800,,40.606304660396,-74.00110202169
50723,41334681,ZA ZABOROM,Brooklyn,3474622166,,40.574767004214,-74.00339089015199
50726,50001773,DE LA GINA RESTAURANT,Bronx,3472700890,,40.840159201069,-73.92551366989001
50737,50095136,ETIQUETTE,Brooklyn,6465153858,,40.710606869888004,-73.966580819211
50741,50071476,THE LITTLE ONE,Manhattan,9173997015,,40.713998419528,-73.99084848456701
50742,40546676,METROPOLITAN FOOD CAFE OF BROOKLYN COLLEGE,Brooklyn,7189514348,,40.631684137649,-73.95265622138001
50744,50074602,TORTILLAS KING,Brooklyn,7188855391,,40.615590103793004,-73.993736329
50747,50040962,5C CAFE & CULTURAL CENTER,Manhattan,2124775993,,40.722810450571,-73.979771636457
50749,50101491,CONVENE,Manhattan,5166954789,,40.711530166285,-74.015672785414
50752,41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,Brooklyn,7184974982,,40.698987517705,-73.916630746068
50753,50089342,REGAL CINEMAS ESSEX CROSSING,Manhattan,2124755768,,40.718326605160996,-73.987518207471
50754,41626598,SAL'S FAMILY PIZZA,Manhattan,2129250440,,40.720402277550996,-73.996572811102
50759,41614411,ASIAM THAI CUISINE,Manhattan,2122287880,,40.732014014881,-73.981951791821
50763,41593751,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,Staten Island,7184420880,,40.625797431576,-74.155081260501
50767,50106774,LONGO BROS,Manhattan,6462286274,,40.754917630425,-73.995170564277
50782,41345068,MIRRORS ON GRAND,Brooklyn,7186222277,,40.688208360429996,-73.962780737692
50787,41665198,BEYOND SUSHI,Manhattan,6468612889,,0.0,0.0
50788,41351706,JIMMY'S TRATTORIA,Queens,7182295319,,40.75862285405,-73.768448201993
50794,50001587,CHECKER'S,Manhattan,2122347067,,40.823556270209,-73.944992925774
50802,50070016,STARBUCKS (Fordham University),Bronx,7188170939,,40.860726736162,-73.889533661913
50804,50044051,FRESH & CO,Manhattan,2128672333,,40.753888302009,-73.974247018046
50810,41312523,FIVE GUYS FAMOUS BURGERS AND FRIES,Manhattan,2123679200,,40.732476494773,-74.003723686622
50820,50048578,TACUBA,Manhattan,2122454500,,40.765495346664,-73.98746601328901
50822,50078713,DOMINO'S,Manhattan,2124965900,,40.788191470186,-73.970936622672
50824,50034883,VINCENT AND ANDREA PIZZERIA,Queens,7188467070,,40.697944543784,-73.83543505956
50825,50095140,CHARO BROS RESTAURANT,Queens,3478320335,,40.748159256783,-73.868824468694
50835,41594669,TAR PIT,Brooklyn,6464699494,,40.717499860644004,-73.941397627367
50839,50044908,CHIVE BLOSSOM,Brooklyn,7185763571,,40.710644434232,-73.963742061869
50841,50010496,CROWN FRIED CHICKEN,Manhattan,7183537104,,40.814382039676,-73.948100218801
50845,41455068,OVEST PIZZOTECA,Manhattan,2129674392,,40.750638602074,-74.003345738593
50850,50087845,VIGOROUS FITNESS CLUB,Queens,3478869136,,40.713252898917,-73.872684578426
50852,50048777,REGO PARK FAMOUS PIZZA,Queens,7187016610,,40.732581578527004,-73.85642127960101
50853,50096493,ESPRESSO MATTO,Manhattan,6469233383,,40.765678057521,-73.958892596624
50857,50107699,E LEAFIA,Brooklyn,3478913389,,40.642684011454,-74.00205751236301
50866,40391060,LUKE'S BAR & GRILL,Manhattan,2122497070,,40.774501809212,-73.957143252533
50868,50047616,POCION,Manhattan,9198093657,,40.847594036164,-73.93830423221
50876,50059998,VALERIO BAKERY CAFE,Queens,7188862331,,40.784034852866,-73.84580540204
50883,41148766,TOCQUEVILLE RESTAURANT,Manhattan,2126471515,,40.736560538801996,-73.992801151252
50885,50058340,LITTLE CAESARS,Manhattan,2129961001,,40.791952974853004,-73.944401578848
50900,41631630,ROCKWOOD MUSIC HALL (STAGE ZERO),Manhattan,2124774155,,40.722408210471,-73.988837849614
50901,50042336,J & M KELLYS JAMAICAN & AMERICAN RESTAURANT,Queens,7187495406,,40.683119285589,-73.782329567189
50905,40871752,JIAN ON CHINESE RESTAURANT,Queens,7184706538,,40.738915701818,-73.700928057808
50907,50108107,Akwaaba Restaurant,Brooklyn,9176717454,,40.656025283219,-73.953691269842
50908,50071464,CORONA DINER,Queens,7186990866,,40.742468643506996,-73.873068803946
50920,50046224,BAKER'S PIZZA,Manhattan,2127777477,,40.729370672416,-73.981122657914
50925,50060822,NOBU 195,Manhattan,2122195029,,40.710529012969,-74.00937828021699
50929,50000905,SUBWAY,Manhattan,2129610632,,40.799032617115,-73.968598619207
50931,41569116,TAPROOM NO. 307,Manhattan,2127254766,,40.739076446453,-73.98295305727
50950,50074660,POKEBAB,Manhattan,6463516011,,40.704314652019,-74.011581092226
50955,50062676,FIFTEEN CENTRAL PARK WEST RESTAURANT,Manhattan,2126019526,,40.769474335704004,-73.98088019147299
50961,40735858,ACQUA SANTA,Brooklyn,7183849695,,40.716913740155,-73.956570777959
50964,50077411,MISTER CHICKEN II,Queens,3473306382,,40.747810498001996,-73.94746295134699
50969,41576522,EL NUEVO VALLE #2 RESTAURANT LECHONERA,Bronx,7182209591,,40.845580966355,-73.883642161953
50977,41471964,DRUNKEN HORSE,Manhattan,2126040505,,40.747910288174,-74.004013277629
